domain,trial,case,expected,actual,reason,correct,verification_ms
enterprise_admin,56,exact_match,accept,accept,approved,True,0.015500000000001624
enterprise_admin,56,role_escalation,reject,reject,semantic_mismatch,True,0.015583999999999043
enterprise_admin,56,tenant_tamper,reject,reject,semantic_mismatch,True,0.015749999999994935
enterprise_admin,57,exact_match,accept,accept,approved,True,0.01558299999999957
enterprise_admin,57,role_escalation,reject,reject,semantic_mismatch,True,0.015625000000005218
enterprise_admin,57,tenant_tamper,reject,reject,semantic_mismatch,True,0.015749999999994935
enterprise_admin,58,exact_match,accept,accept,approved,True,0.015625000000005218
enterprise_admin,58,role_escalation,reject,reject,semantic_mismatch,True,0.01579100000000111
enterprise_admin,58,tenant_tamper,reject,reject,semantic_mismatch,True,0.01570899999998876
enterprise_admin,59,exact_match,accept,accept,approved,True,0.015708000000003164
enterprise_admin,59,role_escalation,reject,reject,semantic_mismatch,True,0.015917000000004178
enterprise_admin,59,tenant_tamper,reject,reject,semantic_mismatch,True,0.015665999999997515
enterprise_admin,60,exact_match,accept,accept,approved,True,0.01558299999999957
enterprise_admin,60,role_escalation,reject,reject,semantic_mismatch,True,0.015708000000003164
enterprise_admin,60,tenant_tamper,reject,reject,semantic_mismatch,True,0.015749999999994935
healthcare_export,1,exact_match,accept,accept,approved,True,0.016957999999997475
healthcare_export,1,patient_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,1,purpose_tamper,reject,reject,semantic_mismatch,True,0.016125000000005718
healthcare_export,2,exact_match,accept,accept,approved,True,0.01587499999999853
healthcare_export,2,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,2,purpose_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,3,exact_match,accept,accept,approved,True,0.015917000000004178
healthcare_export,3,patient_tamper,reject,reject,semantic_mismatch,True,0.016041999999993894
healthcare_export,3,purpose_tamper,reject,reject,semantic_mismatch,True,0.01583299999999288
healthcare_export,4,exact_match,accept,accept,approved,True,0.015957999999996475
healthcare_export,4,patient_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,4,purpose_tamper,reject,reject,semantic_mismatch,True,0.015834000000006232
healthcare_export,5,exact_match,accept,accept,approved,True,0.015750000000008813
healthcare_export,5,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,5,purpose_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,6,exact_match,accept,accept,approved,True,0.01695899999999695
healthcare_export,6,patient_tamper,reject,reject,semantic_mismatch,True,0.01629100000000161
healthcare_export,6,purpose_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,7,exact_match,accept,accept,approved,True,0.01604099999999442
healthcare_export,7,patient_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,7,purpose_tamper,reject,reject,semantic_mismatch,True,0.016457999999996975
healthcare_export,8,exact_match,accept,accept,approved,True,0.01616699999999749
healthcare_export,8,patient_tamper,reject,reject,semantic_mismatch,True,0.016250000000009313
healthcare_export,8,purpose_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,9,exact_match,accept,accept,approved,True,0.01612499999999184
healthcare_export,9,patient_tamper,reject,reject,semantic_mismatch,True,0.01616699999999749
healthcare_export,9,purpose_tamper,reject,reject,semantic_mismatch,True,0.015999999999988246
healthcare_export,10,exact_match,accept,accept,approved,True,0.01616699999999749
healthcare_export,10,patient_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,10,purpose_tamper,reject,reject,semantic_mismatch,True,0.01595899999999595
healthcare_export,11,exact_match,accept,accept,approved,True,0.0159169999999903
healthcare_export,11,patient_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,11,purpose_tamper,reject,reject,semantic_mismatch,True,0.01604099999999442
healthcare_export,12,exact_match,accept,accept,approved,True,0.016792000000001583
healthcare_export,12,patient_tamper,reject,reject,semantic_mismatch,True,0.01633300000000726
healthcare_export,12,purpose_tamper,reject,reject,semantic_mismatch,True,0.01616699999999749
healthcare_export,13,exact_match,accept,accept,approved,True,0.015917000000004178
healthcare_export,13,patient_tamper,reject,reject,semantic_mismatch,True,0.016249999999995435
healthcare_export,13,purpose_tamper,reject,reject,semantic_mismatch,True,0.01629100000000161
healthcare_export,14,exact_match,accept,accept,approved,True,0.015833999999992354
healthcare_export,14,patient_tamper,reject,reject,semantic_mismatch,True,0.016125000000005718
healthcare_export,14,purpose_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,15,exact_match,accept,accept,approved,True,0.015665999999997515
healthcare_export,15,patient_tamper,reject,reject,semantic_mismatch,True,0.01579100000000111
healthcare_export,15,purpose_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,16,exact_match,accept,accept,approved,True,0.01583299999999288
healthcare_export,16,patient_tamper,reject,reject,semantic_mismatch,True,0.01583300000000676
healthcare_export,16,purpose_tamper,reject,reject,semantic_mismatch,True,0.01595899999999595
healthcare_export,17,exact_match,accept,accept,approved,True,0.03345899999999957
healthcare_export,17,patient_tamper,reject,reject,semantic_mismatch,True,0.01737500000000003
healthcare_export,17,purpose_tamper,reject,reject,semantic_mismatch,True,0.016667000000011867
healthcare_export,18,exact_match,accept,accept,approved,True,0.01616699999999749
healthcare_export,18,patient_tamper,reject,reject,semantic_mismatch,True,0.016208000000003664
healthcare_export,18,purpose_tamper,reject,reject,semantic_mismatch,True,0.016166000000011893
healthcare_export,19,exact_match,accept,accept,approved,True,0.01583299999999288
healthcare_export,19,patient_tamper,reject,reject,semantic_mismatch,True,0.01604099999999442
healthcare_export,19,purpose_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,20,exact_match,accept,accept,approved,True,0.016042000000007772
healthcare_export,20,patient_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,20,purpose_tamper,reject,reject,semantic_mismatch,True,0.016584000000000043
healthcare_export,21,exact_match,accept,accept,approved,True,0.016000000000002124
healthcare_export,21,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,21,purpose_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,22,exact_match,accept,accept,approved,True,0.01629100000000161
healthcare_export,22,patient_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,22,purpose_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
healthcare_export,23,exact_match,accept,accept,approved,True,0.015916000000004704
healthcare_export,23,patient_tamper,reject,reject,semantic_mismatch,True,0.01579100000000111
healthcare_export,23,purpose_tamper,reject,reject,semantic_mismatch,True,0.016041999999993894
healthcare_export,24,exact_match,accept,accept,approved,True,0.015792000000000583
healthcare_export,24,patient_tamper,reject,reject,semantic_mismatch,True,0.015958000000010353
healthcare_export,24,purpose_tamper,reject,reject,semantic_mismatch,True,0.015916000000004704
healthcare_export,25,exact_match,accept,accept,approved,True,0.015915999999990826
healthcare_export,25,patient_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,25,purpose_tamper,reject,reject,semantic_mismatch,True,0.015999999999988246
healthcare_export,26,exact_match,accept,accept,approved,True,0.01595899999999595
healthcare_export,26,patient_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
healthcare_export,26,purpose_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,27,exact_match,accept,accept,approved,True,0.016000000000002124
healthcare_export,27,patient_tamper,reject,reject,semantic_mismatch,True,0.016165999999998015
healthcare_export,27,purpose_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
healthcare_export,28,exact_match,accept,accept,approved,True,0.015959000000009826
healthcare_export,28,patient_tamper,reject,reject,semantic_mismatch,True,0.016041999999993894
healthcare_export,28,purpose_tamper,reject,reject,semantic_mismatch,True,0.015916000000004704
healthcare_export,29,exact_match,accept,accept,approved,True,0.016165999999998015
healthcare_export,29,patient_tamper,reject,reject,semantic_mismatch,True,0.016709000000003638
healthcare_export,29,purpose_tamper,reject,reject,semantic_mismatch,True,0.01712499999999284
healthcare_export,30,exact_match,accept,accept,approved,True,0.01637499999999903
healthcare_export,30,patient_tamper,reject,reject,semantic_mismatch,True,0.016790999999988232
healthcare_export,30,purpose_tamper,reject,reject,semantic_mismatch,True,0.016749999999995935
healthcare_export,31,exact_match,accept,accept,approved,True,0.016500000000002624
healthcare_export,31,patient_tamper,reject,reject,semantic_mismatch,True,0.01645899999999645
healthcare_export,31,purpose_tamper,reject,reject,semantic_mismatch,True,0.01629100000000161
healthcare_export,32,exact_match,accept,accept,approved,True,0.02662500000000234
healthcare_export,32,patient_tamper,reject,reject,semantic_mismatch,True,0.016041999999993894
healthcare_export,32,purpose_tamper,reject,reject,semantic_mismatch,True,0.016125000000005718
healthcare_export,33,exact_match,accept,accept,approved,True,0.016208000000003664
healthcare_export,33,patient_tamper,reject,reject,semantic_mismatch,True,0.016333999999992854
healthcare_export,33,purpose_tamper,reject,reject,semantic_mismatch,True,0.016749999999995935
healthcare_export,34,exact_match,accept,accept,approved,True,0.016125000000005718
healthcare_export,34,patient_tamper,reject,reject,semantic_mismatch,True,0.016249999999995435
healthcare_export,34,purpose_tamper,reject,reject,semantic_mismatch,True,0.01612499999999184
healthcare_export,35,exact_match,accept,accept,approved,True,0.015915999999990826
healthcare_export,35,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,35,purpose_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,36,exact_match,accept,accept,approved,True,0.016000000000002124
healthcare_export,36,patient_tamper,reject,reject,semantic_mismatch,True,0.015917000000004178
healthcare_export,36,purpose_tamper,reject,reject,semantic_mismatch,True,0.01583300000000676
healthcare_export,37,exact_match,accept,accept,approved,True,0.015957999999996475
healthcare_export,37,patient_tamper,reject,reject,semantic_mismatch,True,0.016165999999998015
healthcare_export,37,purpose_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,38,exact_match,accept,accept,approved,True,0.015999999999988246
healthcare_export,38,patient_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,38,purpose_tamper,reject,reject,semantic_mismatch,True,0.01583299999999288
healthcare_export,39,exact_match,accept,accept,approved,True,0.015958000000010353
healthcare_export,39,patient_tamper,reject,reject,semantic_mismatch,True,0.015958000000010353
healthcare_export,39,purpose_tamper,reject,reject,semantic_mismatch,True,0.025999999999998247
healthcare_export,40,exact_match,accept,accept,approved,True,0.01883299999999588
healthcare_export,40,patient_tamper,reject,reject,semantic_mismatch,True,0.01683300000000776
healthcare_export,40,purpose_tamper,reject,reject,semantic_mismatch,True,0.016458000000010853
healthcare_export,41,exact_match,accept,accept,approved,True,0.0159169999999903
healthcare_export,41,patient_tamper,reject,reject,semantic_mismatch,True,0.016165999999998015
healthcare_export,41,purpose_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,42,exact_match,accept,accept,approved,True,0.016165999999998015
healthcare_export,42,patient_tamper,reject,reject,semantic_mismatch,True,0.01658299999998669
healthcare_export,42,purpose_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
healthcare_export,43,exact_match,accept,accept,approved,True,0.01579100000000111
healthcare_export,43,patient_tamper,reject,reject,semantic_mismatch,True,0.016042000000007772
healthcare_export,43,purpose_tamper,reject,reject,semantic_mismatch,True,0.047917000000008425
healthcare_export,44,exact_match,accept,accept,approved,True,0.016792000000001583
healthcare_export,44,patient_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
healthcare_export,44,purpose_tamper,reject,reject,semantic_mismatch,True,0.015834000000006232
healthcare_export,45,exact_match,accept,accept,approved,True,0.015792000000000583
healthcare_export,45,patient_tamper,reject,reject,semantic_mismatch,True,0.01595899999999595
healthcare_export,45,purpose_tamper,reject,reject,semantic_mismatch,True,0.015917000000004178
healthcare_export,46,exact_match,accept,accept,approved,True,0.059999999999990616
healthcare_export,46,patient_tamper,reject,reject,semantic_mismatch,True,0.07000000000000062
healthcare_export,46,purpose_tamper,reject,reject,semantic_mismatch,True,0.016957999999997475
healthcare_export,47,exact_match,accept,accept,approved,True,0.01629100000000161
healthcare_export,47,patient_tamper,reject,reject,semantic_mismatch,True,0.016083999999999543
healthcare_export,47,purpose_tamper,reject,reject,semantic_mismatch,True,0.06420799999999616
healthcare_export,48,exact_match,accept,accept,approved,True,0.01645899999999645
healthcare_export,48,patient_tamper,reject,reject,semantic_mismatch,True,0.018457999999998975
healthcare_export,48,purpose_tamper,reject,reject,semantic_mismatch,True,0.016209000000003138
healthcare_export,49,exact_match,accept,accept,approved,True,0.03566599999998976
healthcare_export,49,patient_tamper,reject,reject,semantic_mismatch,True,0.016292000000001083
healthcare_export,49,purpose_tamper,reject,reject,semantic_mismatch,True,0.016499999999988746
healthcare_export,50,exact_match,accept,accept,approved,True,0.016125000000005718
healthcare_export,50,patient_tamper,reject,reject,semantic_mismatch,True,0.016208000000003664
healthcare_export,50,purpose_tamper,reject,reject,semantic_mismatch,True,0.016417000000004678
healthcare_export,51,exact_match,accept,accept,approved,True,0.016457999999996975
healthcare_export,51,patient_tamper,reject,reject,semantic_mismatch,True,0.01645899999999645
healthcare_export,51,purpose_tamper,reject,reject,semantic_mismatch,True,0.016207999999989786
healthcare_export,52,exact_match,accept,accept,approved,True,0.01612499999999184
healthcare_export,52,patient_tamper,reject,reject,semantic_mismatch,True,0.02145900000000145
healthcare_export,52,purpose_tamper,reject,reject,semantic_mismatch,True,0.016249999999995435
healthcare_export,53,exact_match,accept,accept,approved,True,0.01608300000000007
healthcare_export,53,patient_tamper,reject,reject,semantic_mismatch,True,0.016249999999995435
healthcare_export,53,purpose_tamper,reject,reject,semantic_mismatch,True,0.01637499999999903
healthcare_export,54,exact_match,accept,accept,approved,True,0.01616699999999749
healthcare_export,54,patient_tamper,reject,reject,semantic_mismatch,True,0.016292000000001083
healthcare_export,54,purpose_tamper,reject,reject,semantic_mismatch,True,0.01633299999999338
healthcare_export,55,exact_match,accept,accept,approved,True,0.01616699999999749
healthcare_export,55,patient_tamper,reject,reject,semantic_mismatch,True,0.017165999999999015
healthcare_export,55,purpose_tamper,reject,reject,semantic_mismatch,True,0.016792000000001583
healthcare_export,56,exact_match,accept,accept,approved,True,0.01612499999999184
healthcare_export,56,patient_tamper,reject,reject,semantic_mismatch,True,0.016292000000001083
healthcare_export,56,purpose_tamper,reject,reject,semantic_mismatch,True,0.01616699999999749
healthcare_export,57,exact_match,accept,accept,approved,True,0.01583299999999288
healthcare_export,57,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,57,purpose_tamper,reject,reject,semantic_mismatch,True,0.016042000000007772
healthcare_export,58,exact_match,accept,accept,approved,True,0.015957999999996475
healthcare_export,58,patient_tamper,reject,reject,semantic_mismatch,True,0.01587499999999853
healthcare_export,58,purpose_tamper,reject,reject,semantic_mismatch,True,0.016542000000008272
healthcare_export,59,exact_match,accept,accept,approved,True,0.01587499999999853
healthcare_export,59,patient_tamper,reject,reject,semantic_mismatch,True,0.01583299999999288
healthcare_export,59,purpose_tamper,reject,reject,semantic_mismatch,True,0.016209000000003138
healthcare_export,60,exact_match,accept,accept,approved,True,0.015916000000004704
healthcare_export,60,patient_tamper,reject,reject,semantic_mismatch,True,0.016000000000002124
healthcare_export,60,purpose_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
cloud_api,1,exact_match,accept,accept,approved,True,0.05112499999999909
cloud_api,1,key_tamper,reject,reject,semantic_mismatch,True,0.01958300000000357
cloud_api,1,project_tamper,reject,reject,semantic_mismatch,True,0.04925000000000068
cloud_api,2,exact_match,accept,accept,approved,True,0.030749999999996058
cloud_api,2,key_tamper,reject,reject,semantic_mismatch,True,0.015834000000006232
cloud_api,2,project_tamper,reject,reject,semantic_mismatch,True,0.01558299999999957
cloud_api,3,exact_match,accept,accept,approved,True,0.015207999999988786
cloud_api,3,key_tamper,reject,reject,semantic_mismatch,True,0.015374999999998029
cloud_api,3,project_tamper,reject,reject,semantic_mismatch,True,0.015666000000011393
cloud_api,4,exact_match,accept,accept,approved,True,0.03254199999999652
cloud_api,4,key_tamper,reject,reject,semantic_mismatch,True,0.023374999999992152
cloud_api,4,project_tamper,reject,reject,semantic_mismatch,True,0.04570899999999101
cloud_api,5,exact_match,accept,accept,approved,True,0.015457999999995975
cloud_api,5,key_tamper,reject,reject,semantic_mismatch,True,0.015374999999998029
cloud_api,5,project_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,6,exact_match,accept,accept,approved,True,0.015166999999996489
cloud_api,6,key_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,6,project_tamper,reject,reject,semantic_mismatch,True,0.03124999999999656
cloud_api,7,exact_match,accept,accept,approved,True,0.05087500000000578
cloud_api,7,key_tamper,reject,reject,semantic_mismatch,True,0.015457999999995975
cloud_api,7,project_tamper,reject,reject,semantic_mismatch,True,0.015459000000009326
cloud_api,8,exact_match,accept,accept,approved,True,0.015292000000000083
cloud_api,8,key_tamper,reject,reject,semantic_mismatch,True,0.055916000000003074
cloud_api,8,project_tamper,reject,reject,semantic_mismatch,True,0.01608300000000007
cloud_api,9,exact_match,accept,accept,approved,True,0.015208000000002664
cloud_api,9,key_tamper,reject,reject,semantic_mismatch,True,0.024750000000003936
cloud_api,9,project_tamper,reject,reject,semantic_mismatch,True,0.020291999999991206
cloud_api,10,exact_match,accept,accept,approved,True,0.015166999999996489
cloud_api,10,key_tamper,reject,reject,semantic_mismatch,True,0.015333000000006258
cloud_api,10,project_tamper,reject,reject,semantic_mismatch,True,0.05816699999999786
cloud_api,11,exact_match,accept,accept,approved,True,0.019833999999996355
cloud_api,11,key_tamper,reject,reject,semantic_mismatch,True,0.03329200000000421
cloud_api,11,project_tamper,reject,reject,semantic_mismatch,True,0.0334580000000001
cloud_api,12,exact_match,accept,accept,approved,True,0.015541000000007799
cloud_api,12,key_tamper,reject,reject,semantic_mismatch,True,0.08720800000000528
cloud_api,12,project_tamper,reject,reject,semantic_mismatch,True,0.0589159999999922
cloud_api,13,exact_match,accept,accept,approved,True,0.026666999999994112
cloud_api,13,key_tamper,reject,reject,semantic_mismatch,True,0.0299579999999966
cloud_api,13,project_tamper,reject,reject,semantic_mismatch,True,0.0164169999999908
cloud_api,14,exact_match,accept,accept,approved,True,0.03300000000000525
cloud_api,14,key_tamper,reject,reject,semantic_mismatch,True,0.015957999999996475
cloud_api,14,project_tamper,reject,reject,semantic_mismatch,True,0.048667000000002236
cloud_api,15,exact_match,accept,accept,approved,True,0.015458999999995449
cloud_api,15,key_tamper,reject,reject,semantic_mismatch,True,0.015374999999998029
cloud_api,15,project_tamper,reject,reject,semantic_mismatch,True,0.015165999999997015
cloud_api,16,exact_match,accept,accept,approved,True,0.03845799999999122
cloud_api,16,key_tamper,reject,reject,semantic_mismatch,True,0.02820799999998791
cloud_api,16,project_tamper,reject,reject,semantic_mismatch,True,0.016249999999995435
cloud_api,17,exact_match,accept,accept,approved,True,0.01512499999999084
cloud_api,17,key_tamper,reject,reject,semantic_mismatch,True,0.07670800000000866
cloud_api,17,project_tamper,reject,reject,semantic_mismatch,True,0.02362499999999934
cloud_api,18,exact_match,accept,accept,approved,True,0.015458000000009853
cloud_api,18,key_tamper,reject,reject,semantic_mismatch,True,0.06950000000000012
cloud_api,18,project_tamper,reject,reject,semantic_mismatch,True,0.03849999999999687
cloud_api,19,exact_match,accept,accept,approved,True,0.0727500000000103
cloud_api,19,key_tamper,reject,reject,semantic_mismatch,True,0.041958999999994195
cloud_api,19,project_tamper,reject,reject,semantic_mismatch,True,0.07462499999999483
cloud_api,20,exact_match,accept,accept,approved,True,0.040874999999995776
cloud_api,20,key_tamper,reject,reject,semantic_mismatch,True,0.016333999999992854
cloud_api,20,project_tamper,reject,reject,semantic_mismatch,True,0.07958299999999419
cloud_api,21,exact_match,accept,accept,approved,True,0.023290999999994733
cloud_api,21,key_tamper,reject,reject,semantic_mismatch,True,0.03212500000000784
cloud_api,21,project_tamper,reject,reject,semantic_mismatch,True,0.022749999999988058
cloud_api,22,exact_match,accept,accept,approved,True,0.062333999999997225
cloud_api,22,key_tamper,reject,reject,semantic_mismatch,True,0.01708300000000107
cloud_api,22,project_tamper,reject,reject,semantic_mismatch,True,0.015125000000004718
cloud_api,23,exact_match,accept,accept,approved,True,0.015125000000004718
cloud_api,23,key_tamper,reject,reject,semantic_mismatch,True,0.015208000000002664
cloud_api,23,project_tamper,reject,reject,semantic_mismatch,True,0.07804100000000092
cloud_api,24,exact_match,accept,accept,approved,True,0.021999999999994246
cloud_api,24,key_tamper,reject,reject,semantic_mismatch,True,0.036290999999993856
cloud_api,24,project_tamper,reject,reject,semantic_mismatch,True,0.0717500000000093
cloud_api,25,exact_match,accept,accept,approved,True,0.0583749999999994
cloud_api,25,key_tamper,reject,reject,semantic_mismatch,True,0.01637499999999903
cloud_api,25,project_tamper,reject,reject,semantic_mismatch,True,0.015458000000009853
cloud_api,26,exact_match,accept,accept,approved,True,0.04629199999998945
cloud_api,26,key_tamper,reject,reject,semantic_mismatch,True,0.030249999999995558
cloud_api,26,project_tamper,reject,reject,semantic_mismatch,True,0.029874999999998653
cloud_api,27,exact_match,accept,accept,approved,True,0.015292000000000083
cloud_api,27,key_tamper,reject,reject,semantic_mismatch,True,0.015249999999994435
cloud_api,27,project_tamper,reject,reject,semantic_mismatch,True,0.037374999999992276
cloud_api,28,exact_match,accept,accept,approved,True,0.015249999999994435
cloud_api,28,key_tamper,reject,reject,semantic_mismatch,True,0.015250000000008312
cloud_api,28,project_tamper,reject,reject,semantic_mismatch,True,0.015249999999994435
cloud_api,29,exact_match,accept,accept,approved,True,0.03529199999999233
cloud_api,29,key_tamper,reject,reject,semantic_mismatch,True,0.01558299999999957
cloud_api,29,project_tamper,reject,reject,semantic_mismatch,True,0.01637499999999903
cloud_api,30,exact_match,accept,accept,approved,True,0.015499999999987746
cloud_api,30,key_tamper,reject,reject,semantic_mismatch,True,0.01566699999999699
cloud_api,30,project_tamper,reject,reject,semantic_mismatch,True,0.015708000000003164
cloud_api,31,exact_match,accept,accept,approved,True,0.01562499999999134
cloud_api,31,key_tamper,reject,reject,semantic_mismatch,True,0.015542000000007272
cloud_api,31,project_tamper,reject,reject,semantic_mismatch,True,0.01629100000000161
cloud_api,32,exact_match,accept,accept,approved,True,0.01558299999999957
cloud_api,32,key_tamper,reject,reject,semantic_mismatch,True,0.01566699999999699
cloud_api,32,project_tamper,reject,reject,semantic_mismatch,True,0.015459000000009326
cloud_api,33,exact_match,accept,accept,approved,True,0.016083999999999543
cloud_api,33,key_tamper,reject,reject,semantic_mismatch,True,0.015625000000005218
cloud_api,33,project_tamper,reject,reject,semantic_mismatch,True,0.015665999999997515
cloud_api,34,exact_match,accept,accept,approved,True,0.016917000000005178
cloud_api,34,key_tamper,reject,reject,semantic_mismatch,True,0.01583299999999288
cloud_api,34,project_tamper,reject,reject,semantic_mismatch,True,0.015708000000003164
cloud_api,35,exact_match,accept,accept,approved,True,0.015250000000008312
cloud_api,35,key_tamper,reject,reject,semantic_mismatch,True,0.015374999999998029
cloud_api,35,project_tamper,reject,reject,semantic_mismatch,True,0.015375000000011907
cloud_api,36,exact_match,accept,accept,approved,True,0.015374999999998029
cloud_api,36,key_tamper,reject,reject,semantic_mismatch,True,0.015249999999994435
cloud_api,36,project_tamper,reject,reject,semantic_mismatch,True,0.015209000000002137
cloud_api,37,exact_match,accept,accept,approved,True,0.014874999999997529
cloud_api,37,key_tamper,reject,reject,semantic_mismatch,True,0.01512499999999084
cloud_api,37,project_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,38,exact_match,accept,accept,approved,True,0.01520899999998826
cloud_api,38,key_tamper,reject,reject,semantic_mismatch,True,0.015375000000011907
cloud_api,38,project_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,39,exact_match,accept,accept,approved,True,0.015125000000004718
cloud_api,39,key_tamper,reject,reject,semantic_mismatch,True,0.01529100000000061
cloud_api,39,project_tamper,reject,reject,semantic_mismatch,True,0.01512499999999084
cloud_api,40,exact_match,accept,accept,approved,True,0.015042000000006772
cloud_api,40,key_tamper,reject,reject,semantic_mismatch,True,0.015125000000004718
cloud_api,40,project_tamper,reject,reject,semantic_mismatch,True,0.015249999999994435
cloud_api,41,exact_match,accept,accept,approved,True,0.014917000000003178
cloud_api,41,key_tamper,reject,reject,semantic_mismatch,True,0.01504099999999342
cloud_api,41,project_tamper,reject,reject,semantic_mismatch,True,0.015165999999997015
cloud_api,42,exact_match,accept,accept,approved,True,0.014959000000008826
cloud_api,42,key_tamper,reject,reject,semantic_mismatch,True,0.015208000000002664
cloud_api,42,project_tamper,reject,reject,semantic_mismatch,True,0.015375000000011907
cloud_api,43,exact_match,accept,accept,approved,True,0.015000000000001124
cloud_api,43,key_tamper,reject,reject,semantic_mismatch,True,0.015167000000010367
cloud_api,43,project_tamper,reject,reject,semantic_mismatch,True,0.015166999999996489
cloud_api,44,exact_match,accept,accept,approved,True,0.015125000000004718
cloud_api,44,key_tamper,reject,reject,semantic_mismatch,True,0.01512499999999084
cloud_api,44,project_tamper,reject,reject,semantic_mismatch,True,0.015041999999992894
cloud_api,45,exact_match,accept,accept,approved,True,0.015000000000001124
cloud_api,45,key_tamper,reject,reject,semantic_mismatch,True,0.015125000000004718
cloud_api,45,project_tamper,reject,reject,semantic_mismatch,True,0.014875000000011407
cloud_api,46,exact_match,accept,accept,approved,True,0.015083999999998543
cloud_api,46,key_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,46,project_tamper,reject,reject,semantic_mismatch,True,0.015165999999997015
cloud_api,47,exact_match,accept,accept,approved,True,0.01508299999999907
cloud_api,47,key_tamper,reject,reject,semantic_mismatch,True,0.015041999999992894
cloud_api,47,project_tamper,reject,reject,semantic_mismatch,True,0.015500000000001624
cloud_api,48,exact_match,accept,accept,approved,True,0.0149169999999893
cloud_api,48,key_tamper,reject,reject,semantic_mismatch,True,0.015250000000008312
cloud_api,48,project_tamper,reject,reject,semantic_mismatch,True,0.01520899999998826
cloud_api,49,exact_match,accept,accept,approved,True,0.014957999999995475
cloud_api,49,key_tamper,reject,reject,semantic_mismatch,True,0.01508299999999907
cloud_api,49,project_tamper,reject,reject,semantic_mismatch,True,0.015292000000000083
cloud_api,50,exact_match,accept,accept,approved,True,0.015125000000004718
cloud_api,50,key_tamper,reject,reject,semantic_mismatch,True,0.014999999999987246
cloud_api,50,project_tamper,reject,reject,semantic_mismatch,True,0.015125000000004718
cloud_api,51,exact_match,accept,accept,approved,True,0.015166000000010893
cloud_api,51,key_tamper,reject,reject,semantic_mismatch,True,0.017209000000018015
cloud_api,51,project_tamper,reject,reject,semantic_mismatch,True,0.015375000000011907
cloud_api,52,exact_match,accept,accept,approved,True,0.015458999999995449
cloud_api,52,key_tamper,reject,reject,semantic_mismatch,True,0.015415999999990326
cloud_api,52,project_tamper,reject,reject,semantic_mismatch,True,0.01570799999997541
cloud_api,53,exact_match,accept,accept,approved,True,0.015791999999986706
cloud_api,53,key_tamper,reject,reject,semantic_mismatch,True,0.015957999999982597
cloud_api,53,project_tamper,reject,reject,semantic_mismatch,True,0.015959000000009826
cloud_api,54,exact_match,accept,accept,approved,True,0.015375000000011907
cloud_api,54,key_tamper,reject,reject,semantic_mismatch,True,0.015750000000008813
cloud_api,54,project_tamper,reject,reject,semantic_mismatch,True,0.015500000000001624
cloud_api,55,exact_match,accept,accept,approved,True,0.015334000000005732
cloud_api,55,key_tamper,reject,reject,semantic_mismatch,True,0.015542000000007272
cloud_api,55,project_tamper,reject,reject,semantic_mismatch,True,0.015749999999981057
