backend,configuration,trial,available,success,failure_reason,signing_latency_ms,verification_latency_ms,server_side_latency_ms,end_to_end_latency_ms
hardware_backed_key,Hardware-backed key,5,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,6,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,7,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,8,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,9,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,10,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,11,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,12,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,13,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,14,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,15,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,16,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,17,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,18,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,19,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,20,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,21,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,22,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,23,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,24,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,25,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,26,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,27,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,28,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,29,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,30,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,31,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,32,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,33,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,34,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,35,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,36,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,37,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,38,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,39,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,40,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,41,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,42,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,43,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,44,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,45,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,46,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,47,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,48,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,49,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,50,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,51,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,52,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,53,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,54,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,55,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,56,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,57,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,58,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,59,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,60,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,61,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,62,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,63,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,64,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,65,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,66,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,67,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,68,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,69,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,70,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,71,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,72,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,73,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,74,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,75,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,76,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,77,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,78,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,79,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,80,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,81,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,82,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,83,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,84,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,85,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,86,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,87,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,88,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,89,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,90,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,91,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,92,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,93,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,94,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,95,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,96,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,97,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,98,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,99,False,False,backend_unavailable,0.0,0.0,0.0,0.0
hardware_backed_key,Hardware-backed key,100,False,False,backend_unavailable,0.0,0.0,0.0,0.0
