trial,scenario,mode,accepted,expected_accept,correct,reason,verification_overhead_ms
38,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
38,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02216700000000349
38,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005625000000009095
38,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.022084000000005544
38,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005875000000002406
38,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.022792000000007584
39,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006082999999990069
39,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02262499999999834
39,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
39,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02212499999999784
39,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005790999999991109
39,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02212499999999784
39,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005707999999993163
39,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021957999999988598
40,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005958000000000352
40,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02195900000000195
40,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005666000000001392
40,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.022374999999991152
40,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.0058329999999967574
40,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.022707999999996287
40,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
40,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.051999999999996493
41,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006500000000006501
41,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.022915999999997827
41,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005791000000004987
41,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.022374999999991152
41,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005708000000007041
41,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02216700000000349
41,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
41,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02204100000000042
42,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005833999999996231
42,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02237500000000503
42,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005708000000007041
42,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02179100000000711
42,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005791000000004987
42,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.0219169999999963
42,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.0055829999999895685
42,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021874999999990652
43,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005916999999994177
43,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02183299999999888
43,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
43,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021750000000000935
43,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005707999999993163
43,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021999999999994246
43,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005708000000007041
43,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021584000000005044
44,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005915999999994703
44,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02183299999999888
44,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005708999999992637
44,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.022082999999992192
44,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.0057919999999905825
44,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02183299999999888
44,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005540999999997798
44,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021790999999993232
45,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.012791999999997583
45,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.03141600000000633
45,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.006124999999995717
45,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02283299999999988
45,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.0057919999999905825
45,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02266700000000399
45,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
45,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.022458000000002976
46,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006207999999993663
46,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.022749999999988058
46,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.0057919999999905825
46,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.022291999999993206
46,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
46,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02245900000000245
46,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005833999999996231
46,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02291700000001118
47,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006249999999999312
47,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.022750000000001935
47,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005958000000000352
47,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02216700000000349
47,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005750000000012689
47,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021999999999994246
47,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005875000000002406
47,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02204100000000042
48,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005749999999998812
48,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.021750000000000935
48,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.00579200000000446
48,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021792000000006584
48,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.0055829999999895685
48,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.022250000000001435
48,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005791000000004987
48,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02183299999999888
49,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005833999999996231
49,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02208300000000607
49,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.00579200000000446
49,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02158300000000557
49,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005625000000009095
49,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021791999999992706
49,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
49,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02183299999999888
50,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005958000000000352
50,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.022041999999999895
50,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005875000000002406
50,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.0219169999999963
50,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.00558400000000292
50,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021750000000000935
50,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
50,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.0219169999999963
51,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005874999999988528
51,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.0219169999999963
51,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005666999999986988
51,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02166700000000299
51,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005707999999993163
51,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.04283299999999213
51,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.006708999999993637
51,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02212499999999784
52,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006041999999997771
52,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02412499999999984
52,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
52,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021457999999988098
52,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
52,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021458000000001975
52,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005457999999999852
52,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02112499999999684
53,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.0057919999999905825
53,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.021791999999992706
53,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005541999999997271
53,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02166699999998911
53,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005708999999992637
53,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02158300000000557
53,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005375000000001906
53,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02158300000000557
54,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005833000000010635
54,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02154099999999992
54,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005583000000003446
54,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021582999999991692
54,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005667000000000866
54,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021791999999992706
54,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005707999999993163
54,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.02145900000000145
55,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.0058329999999967574
55,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.03699999999999537
55,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.012999999999999123
55,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.025750000000004936
55,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.00608400000000342
55,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.022166000000004016
55,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.0057919999999905825
55,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.0219169999999963
56,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.006291000000005487
56,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.022166000000004016
56,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005791000000004987
56,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021999999999994246
56,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005707999999993163
56,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.0219169999999963
56,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.00558400000000292
56,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021208000000008664
57,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005708999999992637
57,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.021374999999990152
57,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.00558400000000292
57,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021207999999994787
57,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005540999999997798
57,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021291999999992206
57,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.036416999999996924
57,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.025000000000011124
58,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005958000000000352
58,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02166700000000299
58,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
58,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021583999999991166
58,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005541999999997271
58,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021291999999992206
58,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005541999999997271
58,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021292000000006084
59,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.005875000000002406
59,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.02137500000000403
59,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005457999999999852
59,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.021166000000003016
59,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005666000000001392
59,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.02129100000000661
59,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.0055000000000055005
59,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021458000000001975
60,legitimate_api_call,oauth_only,True,True,True,oauth_scope_authorized,0.00579200000000446
60,legitimate_api_call,oauth_plus_poia,True,True,True,oauth_and_poia_authorized,0.021292000000006084
60,cross_action_token_misuse,oauth_only,True,True,True,oauth_scope_authorized,0.005624999999995217
60,cross_action_token_misuse,oauth_plus_poia,False,False,True,intent_mismatch,0.02116700000000249
60,api_tampering_wrong_key,oauth_only,True,True,True,oauth_scope_authorized,0.005457999999999852
60,api_tampering_wrong_key,oauth_plus_poia,False,False,True,intent_mismatch,0.021084000000004544
60,api_tampering_wrong_project,oauth_only,True,True,True,oauth_scope_authorized,0.005542000000011149
60,api_tampering_wrong_project,oauth_plus_poia,False,False,True,intent_mismatch,0.021416000000010205
